1,0.810284513
1,0.672125616
1,0.666865861
1,0.613126368
1,0.577444275
1,0.797183803
1,0.665006675
1,0.727855949
1,0.63219872
1,0.703558789
2,0.859282278
2,0.88609216
2,0.861147725
2,0.883848369
2,0.860543425
2,0.830853925
2,0.883375439
2,0.875777029
2,0.870133396
2,0.852771607
3,0.898517317
3,0.919990453
3,0.930890913
3,0.933617581
3,0.926104483
3,0.90718741
3,0.922850229
3,0.923083402
3,0.900164814
3,0.904503226
4,0.921624974
4,0.916843125
4,0.896381017
4,0.910526881
4,0.949170525
4,0.938182782
4,0.929265422
4,0.921325452
4,0.903354108
4,0.901809203
5,0.925347476
5,0.916117281
5,0.930401718
5,0.956045082
5,0.92496804
5,0.918757818
5,0.949484605
5,0.933709502
5,0.919664291
5,0.937343884
6,0.959007016
6,0.950997645
6,0.924579611
6,0.971732995
6,0.933681447
6,0.920155155
6,0.941759104
6,0.975113506
6,0.937661396
6,0.944251647
8,0.962670051
8,0.948250938
8,0.958923394
8,0.94892355
8,0.967436136
8,0.92004854
8,0.967788206
8,0.94487737
8,0.949412244
8,0.938618929
12,0.95168336
12,0.949414712
12,0.970010568
12,0.958328182
12,0.957507275
12,0.957004597
12,0.958746978
12,0.957954215
12,0.947744021
12,0.962157741
24,0.971161774
24,0.98954299
24,0.957809381
24,0.980478497
24,0.950452691
24,0.946474823
24,0.9957121
24,0.959343776
24,0.96127228
24,0.947573072
50,0.981051268
50,0.983626109
50,1
50,0.974241074
50,0.967304766
50,0.968854926
50,0.970583748
50,0.963258587
50,0.987425314
50,0.951834697
1,0.483748011
1,0.655770786
1,0.639039959
1,0.336132042
1,0.568858616
1,0.380312983
1,0.622186484
1,0.539249814
1,0.488510388
1,0.292319291
2,0.761718207
2,0.671416256
2,0.812315372
2,0.824142341
2,0.793556489
2,0.762469144
2,0.852176978
2,0.92144653
2,0.748097097
2,0.860193077
3,0.833554879
3,0.809740584
3,0.892672838
3,0.920958905
3,0.841893684
3,0.876262
3,0.844608886
3,0.819182712
3,0.833736599
3,0.870012206
4,0.892786309
4,0.858414428
4,0.910006447
4,0.930758839
4,0.867276028
4,0.847866667
4,0.917116426
4,0.838325323
4,0.84450908
4,0.832249483
5,0.868681789
5,0.876359132
5,0.91674994
5,0.8176766
5,0.849104484
5,0.869055859
5,0.84240068
5,0.91044201
5,0.893780127
5,0.896642158
6,0.800273744
6,0.863907046
6,0.93805829
6,0.862630041
6,0.871887056
6,0.928896265
6,0.902379083
6,0.862295602
6,0.879145615
6,0.878220506
8,0.886643414
8,0.90560341
8,0.919020813
8,0.890637166
8,0.881753295
8,0.897056511
8,0.955184055
8,0.93460605
8,0.89256555
8,0.930911327
12,0.932637891
12,0.933578485
12,0.896703568
12,0.905687326
12,0.868938483
12,0.893358237
12,0.851875713
12,0.907119266
12,0.90116104
12,0.89957838
24,0.914984807
24,0.920190313
24,0.8724649
24,0.902050409
24,0.919657427
24,0.92009217
24,0.962107625
24,0.905805897
24,0.913109698
24,0.896558355
50,0.90753457
50,0.890143092
50,0.989373005
50,0.923313348
50,0.912848867
50,0.898146167
50,0.919463494
50,0.858187346
50,0.908715106
50,0.878799118
1,0.180847791
1,0.142546964
1,0.017885314
1,0.443249539
1,0.184745278
1,0.631973512
1,0.165598533
1,0.506641355
1,0
1,0.204128999
2,0.711815069
2,0.22393596
2,0.616557527
2,0.649921263
2,0.552976119
2,0.806039622
2,0.834529853
2,0.658638553
2,0.714861893
2,0.479408167
3,0.778159298
3,0.82324826
3,0.772841453
3,0.709118018
3,0.702464739
3,0.594456926
3,0.695699223
3,0.693698893
3,0.660754848
3,0.814006891
4,0.702893125
4,0.786529676
4,0.728580571
4,0.816595429
4,0.818315162
4,0.790833069
4,0.533730885
4,0.827316637
4,0.525732908
4,0.752153888
5,0.919148041
5,0.807998371
5,0.557136184
5,0.771888211
5,0.693774961
5,0.729205821
5,0.795461662
5,0.653378897
5,0.80456444
5,0.829149537
6,0.770975584
6,0.892708645
6,0.879484632
6,0.69726595
6,0.758826456
6,0.765016509
6,0.792688202
6,0.617118252
6,0.710677692
6,0.673655319
8,0.898529975
8,0.830352702
8,0.762295614
8,0.761049762
8,0.816379435
8,0.769799089
8,0.76332291
8,0.716831989
8,0.830579662
8,0.728889141
12,0.766867058
12,0.781086454
12,0.781961735
12,0.697735661
12,0.797296777
12,0.73867539
12,0.730122066
12,0.594761986
12,0.709200926
12,0.829806639
24,0.857446491
24,0.916717192
24,0.841978496
24,0.849536064
24,0.791495757
24,0.645770231
24,0.79062596
24,0.735921274
24,0.83057032
24,0.79921016
50,0.699513217
50,0.822247713
50,0.829713694
50,0.741721374
50,0.87245163
50,0.78869185
50,0.781996085
50,0.750470041
50,0.609918312
50,0.810263053
